comment,label
very nice teacher,1
ten toes and hands down for her teachings one of my favorite teachers ive understand alot of things to understand myself more,1
she is one of my guider to my selfactualization,0
i love her way of teachings specially with the person at most respectfully,1
shes an understanding teacher,0
thank you for being understanding to us miss joy,1
the best instructor,1
i gave him all 5 because the way he teaches us is excellent and he is very excellent in the classroom he is very respectful caring and concern to the students,1
sir allan is not the perfect teacher but he is indeed the a great one he always finds a way to keep the class alive and spread what we have learned by showing it to other people,1
very hands on and makes everyday exciting not boring,1
for sir allan thank you sir for being considerate all of our exams and assignments are available for a week so that we can focus on our major subjects,1
d5,0
c2,0
most understanding teacher very kind and all,1
hes great at building confidence and keeping lessons fun and engaging through a variety of activities that improve conversation,1
sir allan is one of my favorite teacher he is a happy go lucky person understanding and he will did his best to make the students learn enjoy the subject and make it easy to the students,1
very great teacher explains the topic he is very specific and great at making student understand what the topic is,1
sir allan is one of the best teacher in our second sem he teach us well and we learn so may lesson of him,1
bati og batasan dili kamao mo sabot sa iyang studyante absenan bisag present ko bati very bati,0
god bless and amping kanunay sir thank you for being our philo 101 teacher,1
mrs may limbaga never failed to amuse us during our class especially during activities such as pinoy henyo and etc it amuses us students and its one of the reason why it isnt boring to go to her class,1
ge duka,0
maka boang ang psychology statistics,0
good teacher and welcomes us gracefully,1
miss manlun is a very excellent instructor,1
i am so happy that sir bryl became our pe 104 teacher because he made this subject memorable for us enjoying while learning,1
my comments for this evaluation of the ba 223 was really appreciate because this was really help the student more understanding in terms of business,1
very efficient teacher,1
walang labis walang kulang bow all goods sir,0
buotan nga maestro masinabtanon og maayu mo tudlo,0
thank you miss mwa,1
she is a good instructor,1
she is an excellent teacher she actively monitors her students understanding of the subject while also being aware of how activities are passed between students kudos,1
very skilled at teaching he explains the topic to the students so that they can learn more about it,0
thank you sir for the learnings that you gave for us thank you for being a good pe teacher thank you for being so energetic nga dli gyud ka ganahan nga sa amua mag luya luya thank you so much for the kindness i am grateful that you are my teacher in pe thank you so much sir and good job sir for the job well done,1
i love how miss real is giving us the viby teacher vibes she always smiles and laugh and it spreads to us students and being serious when it neede to be serious mostly on discussion miss real really shows that she knows a lot on her topics and giving us the knowledge that she have,1
thanks miss,1
he was a nice teacher for this sub because he expressed every part about business and apply it on an engineering strategy,1
all goods in a hood,0
fast in handling teaching lesson,0
good at making students understand the lessons,1
this would be even better if you discuss it in class,1
on god the best teachers ive ever met i love his teachings through the history of the life of rizal,1
good and friendly teacher,1
overall was good,1
thanks miss,1
my favorite teacher in this sem,1
thank you sir for the learnings that sharing for us,1
he has a good way of handling a lesson,1
maam grace is a very good teacher yet sometimes she is unpredictable with her words and she informs us what will be happen in next meeting but suddenly change it on the day it comes,1
miss joy teaches us with the intended lesson every meeting,1
she did well on making every activities interesting and very engaging and always puts a twist on it,1
showed expertise,0
god bless and amping always maam thanks for being our good gov teacher,1
mr illut did his job well,1
i love the way she handle the class in terms of teaching the lesson and the way she approache to the class,1
thank you for teaching us the valueses that we need in our college life until the next 3yrs sir unta naa ka every year sakong college life hahah,1
amping ug salamat miss,-1
miss heart is a great teacher,1
thanksss sir,0
awesome teacher,1
she must be mindful of what she really doing during classes,0
was good,1
very skilled at teaching she explains the topic to the students so that they can learn more about it,0
miss madel is a great teacher,1
miss rai is very handon to her discussion she helps us whenever we are confused on a specific topic especially during reportings,-1
this teacher is great at teaching,1
he is very kind and patient he is a very good teacher at most,1
i miss u sir,-1
thanks for the questions,1
perfect teacher a type of teacher that consider and is good in teaching,1
thank you its a simple but meaningful phrase that people in this profession just dont hear often enough,1
continue being a good teacher,1
very humble fun considerate and an excellent professor thats why many students love him,1
at first i was scared to maam but if you get to know her ways you will likely to like her i like maam because she is a very tough teacher even though a lot of students hates her and she makes us feel to face our fears and accept our failures,-1
i hope that some teachers can be as considerate as you thank you sir,1
sirr ungart conrats sa imung mga achievements sir and thanks for teachinbg us godbless matikkk,1
dr larona is a great physics and chemistry instructor ive known his passion and dedication to teaching is truly amazing,1
she manages the class well and effective teacher,1
thank you for this semester sir,1
i like her so far and i like her teachings skills,1
maam sambrana is a very good teacher very understanding and passionate with her subject hold,1
m so proud of your work hard,1
sir xavier needs to work on his time of class and on discussion of his lessons,0
keep up the good work maam thanks for teaching us,1
hes a kind of person knows how to understand his students he have this kind of ability who help those students who have a danger grade he wont want to have a failed student in his subject he always do his best and his job very well i loved the way he discuss he want us to catch up the topic and we learned something from him,1
i like her so far and i like her teachings skills,1
thank you for the lessons miss,1
daghan salamat sa tanan miss mandel,-1
i like the teachings skills,1
one of my favorite teachers mssambrana is an excellent teacher i want to learn from her every day because of her mastery of the topic and she gives many examples related to the topic that are applied in real life,1
hes nice,1
kone,0
i like the teachings skills and hes so interactive to students,1
not a teaching,0
hes not nice sometimes,-1
hes my favorite teacher kung masuko man siya iya ra ipaagi sa joke d siya kamao mangasaba and i admired him on how he controlled his emotions iya g balik akong obsession sa math and im very thankful for that siya ang instructor nga masaligan nga mo tudlo sa mga students jud sadyang ang mga students lng ang kulokoy,1
maam suelo is a very nice at the same time so intimidating i love the way she teach us because she will do her very best to us to learn her lesson,1
hes so interactive to students,0
thank you for the lessons sir,1
he must needed to teach the subject he handled to his students very well because most of students cant understood his teaching skills he was like a drunk teaching class,1
thank you sir bong hope that you will continue inspiring students to become a future teachers,1
i can see that youve worked really hard,-1
definitely the vsst of all,1
maam cheryl is really with her award of passionate teacher because rain or shine or what maybe happen to a student or in a class she will do her best to go in classroom and give us activity what i dont like about her teachings is she discussing to us but more on just reading the book and she cannot give us any other examples even if we ask for it,1
shes so interactive to students and the class is not boring at all,1
i love miss joy because she give us a teenage vibe teacher also i love her when she share us the word of god,1
i considered mr romagos one of my favorite teachers he didnt give us a hard time and much stress he is a very considerate fun and kind teacher he often smile in class he also plots a summary of the topics for us to easily understand,1
for the go,0
i have no comments,-1
one of my favorite professors in class ms gallardo gives fun and connected examples on the topic which is why we students are entertained,1
what i love about miss cueva is she is very jamming and she inspire me to study hard and do business,1
thank you for the lessons miss god bless,1
ms joy is so very creative and supportive and kind person,1
unta d nimo e allow ang reporting nga mura rag gabasa kay wla jud mi makat unan kay mismo reporter wa sad kasabot,-1
ms may is very kind,1
sir is so very kind,1
dr larona is the best instructor uc should be thankful for having him,1
all i can say is,0
thankyoumaam,0
miss jia is a nice teacher when we ask her things that are not connected to class she matches our energy and responds in a fun way too and she gets mad in a very meaningful way she only wants her students to learn and doesnt add extra words that lowers the students confidence etc hope she continues her teaching career,1
mssalazar is one of the considerate and fun professors in our class,1
thank you sir allan we learned alot of you keep going sir,1
not god sometimes,-1
sir is so very mabait huhu i love how he handle hisher students accordingly i salute sir for understanding us for the go,1
effective imo teachings sir kay g pamaulan mig maayo hahaha,1
no more right minus wrong miss god bless,-1
sir allan made me feel valid and heard in his class he made us all feel like home with so much kindness and understanding in his sleeves i appreciate and respect him so much,1
make an imporvement,0
a very good teacher dabest of all,1
thank you for the lesson miss god bless you po,1
mstabernero is a very considerate and fun professor as well she have a lots of jokes and stories thats why we students are entertained also she really involves her students in discussions,1
hello miss joy thanks for teaching us godbless you,1
i commend you sir,1
dr larona is very patient and strict at the same time i admire his intelligence as well as his passion for teaching,1
a good teacher who really value discipline,1
so blessed nga naka handle ka namo this semester mam,1
make some strategies in teaching,0
mrtebio is calm and a very good professor,1
a well disciplined person,1
make an improvement in teaching,1
so blessed nga naka handle ka namo this semester sir thank you muwaahh,1
okayyyy,0
no comment,-1
a very nice and kind person,1
jsjxjcjc,0
i love the personality of ms mahusay she is kind witty and is very good at speaking english,1
i adore her so much she wants each of us to share our opinions she always find a way to make all of us share our thoughts on a certain topic she gives us advices and taught us well in presentations she had a kind and cheerful personality,1
such an intelligent teacher but its really better if he will also explain some deep words in vernacular because we couldnt understand sometimes whats he trying to say cause his english is so deep but overall he is good it just that his so busy with his lecture,1
youre the best teacher for me sir thank you,1
i like sir franz so much he has a very nice dripoutfit when he does his lectures i also love how he says things that are so interesting and intriguing so that his students will listen and let them know that there are so many interesting things in the world and im here to teach you and let you know all about them other than the fact that im scared about my grades he is a very nice teacher hope he is doing well right now since he is sick i also hope he continues his teaching career,1
no ocmment,-1
i hope you teach your students in a way that they dont struggle on understanding the 2 topics within 1 week i hope you teach your next students in an encouraging and considerate way not all students have the capacity to understand all the lessons but thank you for letting us learn in our on way god bless,1
a very kind person,1
i hope u can address the conflicts between your students that are too much hopefully bcoz im one of those students who suffered for sharing opinions on his handled subject,1
love it,1
i like the way he teaches students he is wellorganized during his discussions and encourage students to participate in class,1
good person,1
really goof,0
such a good teacher he really disciplined us and teach us on the best he can be,1
best teacher,1
a very calm teacher,1
hes one of the best teachers i have,1
mr falcon is a good teacher and never missed time in class he is doing great he always makes sure that everyone will cooperate and do their part on every task,1
such a kind teacher but i guess its better if she would discuss the topics interestingly,1
thank you for your kind sir,1
im fine with her,1
best quameth teacher kind and friendly always,1
mr dumdum did his job well he is very energetic and fun,1
maam joy is so kind to us,1
we appreciate you,1
shes a rwally good teacher she really did a good job uniting the whole engl100 edp code 00729 because of her and her class i met various kinds of people and they are very memorable im really thankful for her i really hope shes doing well in her life right now,1
a very super dedicated and motivated in his work and although i can see the stress in his eyes but he didnt show how stress he is even once,0
ms joy talks about god if given a chance which i found sweet on the other side not everyone believes in god man gyud and some ppl get sensitive when talking about religion as it involves personal experiences and not everyone has the same good experiences with this i hope next time their are boundaries na nalagay,1
ms joy is a good instructor she focus on the behavior of the students she might be strict sometimes but i know she did that for us only cause she wants us to grown into a better person,1
thank you sir allan daghan kaayo ko nakatonan nimo labi nas story sa imong mga life may god bless you and you may continue to inspire students 3,1
we appreciate you maam,1
calm person,1
i wish he teaches a subject on my next school year hahahah i reallly love sir angelbert and my classmates probably feel the same way i cant say it all into words but i hope he does well also tarongang grado sirr hahahah,1
im so thankful for accepting us in his class and without him our class might as well be dissolve he is understanding and knows how to always appreciates the students performances though he lack interactions of his students but i cant really blame him he handles an approximately 100 students in our class schedule he deserves to have a proper venue in pe classes wherein he can hold classes comfortably without any distractions on the surroundings,1
i think sir should improve his teaching style and have to write the solutions on the board not just merely reading it,1
always the best in everything,1
he is very fast in teaching but its okay i can still follow,1
always on time teacher and a very calm and humble person,1
nocomment,0
sir trinidads signature move as a teacher is always bringing up surprise quiz and oral recitation after every discussion to check up our knowledge regarding to our lessons which is a good idea,1
we appreciate you sir,1
he did his job as an rotc teacher,0
im not just checking the circles randomly so when i press lots of 5s then that means heshes doing good at hisher job and sir arnel is doing very well hes very fun he cares about us and he is very serious about his teachings i just csnt explain everything about what he is but i really hope he gets to be my teacher next school year its so rare man gud kaayo maka maestro ug parehas ni sirr si sir angelbert pd hehe i hope he is relaxingwell on his vacay fays and godspeed to him,1
although there is certainly space for growth i still admire her effort to adapt her teaching approach after seeing how ineffective her previous method was,1
most understanding teacher especially on her students,0
a very well talker,1
i like miss suello,1
goodluck and thank you sir,1
the best and very approachable,1
hes gooodff,0
ikaw na talaga sir,0
thank you for sharing your knowledge with us miss we will surely be missing you and your teaching skills may god bless you always and your career miss m,1
best t,1
i like miss,1
very patient when it comes to her students,0
hes alright ig,1
you are amazing at what you do your passion and dedication is beyond words,1
maam should make her discussion interesting and get the attention of her students,1
she teaches effectively but sometimes its just hard to catch up and there are times that topics are not discussed so we need to learn it by ourselves,1
good job miss,1
i like our new teacher more,1
sir is the best when it comes to teaching our major sub,1
shes kind of teacher that always bring smile on the class a cheerful one very approachable and always makes us feel that we are better than what we think,1
shes oksaaayy,0
she is a very nice instructor,1
sir is a good teacher but i think he must control or discipline his students,1
the class is good and productive always,1
a very good and nice teacher so far,1
very patient,0
the best math teacher,1
such a great teacher,1
i really hoped i could spend more time with sir dechos hes very fun qnd very good at his teachings even though theres so many of us in his patfit pe102 theres 100 of us btw he didnt care at all and just continued to teafh us it didnt bother him qt all earlier he made a very nice speech about going on with our lives his words really inspired me and i qlso bet my classmates were too whenever he goes i hope rhe is doing welll in it,1
i like sir,1
thank you for sharing your knowledge with us miss that surely we can apply in the future and we will surely be missing you and your teaching skills miss may god bless you always and your career miss g,1
good teacher and good class very productive,1
the best of all the best salute to you sir,1
sir pericless style of teaching is about putting discipline towards his students he always showed to us how does it feel to be able to listen snd respect when there is someone giving instructions his disciplined character reflects upon us that helped us to learn valuable lessons such as respect and obedience that we could inherit and used it as tool to achieve the better version of ourselves,1
we understand the situation of you sir,0
i like sir,1
i think she needs to do more discussing and talking to make us all understand the topics very well than to let us research for the upcoming topics through reporting because personally i cant rely on what my classmates just presented to the class most of the groups needs a clear understanding of the topic and be good at capturing the attention of the audiences other than that shes good at doing her job and always appreciates our performances,1
when students are discussing their assigned topic please do guide them and give them feedbacks so they can improve the next time around,1
shes a very nice teacher,1
good class and good teacher,1
i always learn a lot from this class,0
i still love how he dresses and i eeally hope he gets well sooon,1
the lessons are very easy to learn because of you sir thank you,1
ms rhea are one of the effective professor ive met so far,1
mr romagos was a very creative and very smart teacher i know thanks to him i was able to differentiate many things that has been tangled in my mind since before,1
keep up the good work miss,1
okey keyoo sir,0
keep doing great sir,1
strict but always making sure that his students could understand every lesson,1
thank you miss gob,1
good class,1
the best ka sir,1
sir teaches us how to defend and respect each other,1
its a pleasure to be one of your students sir see you around,1
you enjoy what you teach sir we like that,1
thank you for all your concern miss,1
i like how our math teacher explained everything about his new topic without reading his copy,1
such a great professor keep safe always sir im glad to be your students,1
he is old but he trying he best to teach us,1
she gives us a lot of examples and explains everything that we ask very well,1
she gives us a lot of examples and explains everything that we ask very well,1
maam is the best when it comes to teach the fundamental of rotc,1
i learned a lot from sir allan he taught us how to help others,1
suggest lang nako na unta mag discuss si miss kay naay mga lessons na di gyud namo ma sabtan,-1
very well done of teaching miss thank you,1
the environment around sir is very comfortable,1
she teaches the way everybody likes shes a very flexible teacher i really adore her soo much,1
dr tejas is very considerate and very kind he always give chances to those students who did not pass their assignments on time so that they will not fail in the subject,1
the best teacher tas mo discuss makuha gyud namo then sa exams ug unsay gi discuss mao ray mo gawas,1
sir is very knowledgeable about this subject and ive learned a lot,0
goods mo discuss si miss pero sa time na mag exams mostly namo mag lisod kay di mab no gawas iyang gi discuss or ang iyang gi example sa exams na lahi na man,-1
super brilliant teacher i know,1
sir mayor is very kind and he always teach us good things about the subject and especially about life,1
sir rulthan was one of the smartest professor ive known he can taught his lesson without reading his book hes one of the effective professor ive have so far,1
same comment sa 319,0
thank you for sharing your knowledge with us miss and giving us a reallife scenario and different strategies that surely we can use in the near future we will surely be missing you and your teaching skills miss may god bless you always and your career miss o,1
im a proud student,1
sir is doin fine in teaching socio,1
well miss u miss thank you for the learnings that you gave to us,1
she needs to be more familiar with the topics she will discuss to provide accurate answers to the students who had questions regarding the topic she needs to be more precise of the questionnaires on the quizzes if that particular question was tackled by her in the class or not at all she also needs to discuss the topic before letting the students take the quiz on a particular topic she is direct and straightforward when doing her job shes also kind as well,1
wa ra koy ma comment the whole semester with sir danny is awesome,1
maam is soo kind to us,1
the best sad ni si miss grabe mo discuss tas di boring bisan last subject nani namo pero gana gihapon me the way sya mo hatag examples,-1
he is very inconsiderate to his students we have to beg first before he will consider and understand our side we understand him but he cant understand us we respect him because he is our teacher but he cant respect us as his students yes he have the rights but we also have the rights to complain,1
buotan ug maayo na pe teacher,0
maam joy is one of a greatest teacher in ucmain campus she was so focusing on developing new learnings in the students,1
maayo kaayu ni si sir allan mo consider parehas nako na trabaho skwela plus naay anak then maayo sad mo tudlo,-1
ms baroman is kind and outgoing she also teach us very well,1
sir osabel is very outgoing and funny we are very thankful to have him as our gender and society teacher we learned a lot of things,1
maam mandel is one of a greatest teacher in ucmain she was focusing on how to develop new learnings in students,1
ms suizo is very kind and understanding kind of teacher we are glad to have her as our sts teacher she always finds a way to teach us and gives us school works despite of her situation because she is pregnant,1
he often give activities,0
thank you sir dumdum for being fair namo if naa kay makita nga mga sayop sa amoa kay dapat jud likayan namo kay ma okush si ris labi nag mag cheat hehe,-1
maam mandel is one of a greatest teacher in ucmain campus she was focusing on developing new learnings in students,1
shes a good teacher to us,1
thank you for sharing your knowledge with us miss and giving us those of the reallife scenario that we can use in the near future we will surely be missing you and your teaching skills miss may god bless you always and your career miss m,1
gives us challenging exqm,1
best professor ever,1
he is a great instructor,1
one of the funniest instructor,1
sometimes i dont understand what his teaching because he was just discussing the topic using his cellphone only and his always on his chair he dont have time to stand and discuss the topic with excitement,1
he is the best teacher very calm very understanding and good person,1
gives as realizations,0
he might be strict and firm but it is for our own betterment,0
very unique instructor,0
makaamaze imong kabright miss,-1
he discipline us in unique way,0
story maker,0
a good police instructor,1
thankyousomucchh,0
i hope the next time ill attend his class is that it would be worth it to attend to the lesson is nice but the attendance of our teacher makes it less interesting,1
thank you for sharing your knowledge with us sir thank you also for showing us your fatherhood duty toward us your students and its an honor that i experienced such and for those reallife scenarios that you shared it will not be forgotten and im sure that we can apply those in the right right in the near duture we will surely be missing you and your teaching skills sir may god bless you always and your career sir a,1
he should change his teaching style i mean i like how he make various activities to show our understanding on the topic but whenever he discusses he needs to provide more examples on the board more writing not just merely sitting and explaining because personally i find the topics hard to comprehend when it is discussed verbally it needs to be on board so that i can clearly catch up on the topics he needs to be more active in messengerlms and respond quickly whenever we contact him,1
inspires us,1
always thought us the safety first and is patient with us,1
shes a good teacher for mee,1
i easily understand when she discuss the topic,1
hes the best teacher,1
inspiring teacher,1
hes really a good and understanding instructor to his class,1
uc should have more kind of this teacher,0
i hope the teacher could explain more in a better and most relatable to students especially hard subject,1
hinay imo tingog ig discuss sir pero makaamaze imong pagtudlo,0
he is good in teaching because he adds up the topic into real life situation especially about the technology and the way ot relates to our everyday life,1
i love how she handle every student in one room,1
he is the best professor in uc,1
he is good and awesome teacher,1
very jamming na maestro pero di kaayo mosod,0
he is ok,1
good teacherr,1
concerns about his students,0
i hope the teacher could explain more in a better and most relatable way to students especially hard subject,1
explains well to students each lesson,1
thank you for teaching to us miss joy you are a great teacher you teaching very well i learned a lot from your discuss miss,1
paspas kaayo imong pagtudlo sir pero bright gud kaayo ka sir makaamaze,1
could not hear much of his voice while explaining in front of the class,0
thank you kaayo sir kay imong gihimo ug review kani na subject,1
love her jolly aura and an entertainer teacher that teaches good quality that are relatable to the future and reality,1
it was okay,1
understanding kaayo ka miss,-1
he discuss well on class and has a strong personality,1
sa imong subject ra gud ko makarelax miss thank youuuu,1
the most best kindest and fun teacher thank you miss,1
i can tell that she is softspoken by the way she discusses but i can also see that she is trying to louder her voice to get our attention every class she always check upon us if were doing alright or not though she rarely get responses on our class because apparently our class are not that open and much of an outgoing one but she still appreciates every time we do i respect her for her kindness and hardwork especially for responding so fast in messenger every time we had inquiries,1
love his compassion on teaching students,1
very understandable teacher and speaks with all his heart,0
chill and doesnt pressure his students at all thank you sir,1
absolutely good,1
i really enjoy sir discussion because he always relate his tooic to real life situation,1
she is very kind and a caring person,1
math is really hard for other students sir even if college na so please have more patience,1
very funny,1
i love how he handle a student,1
makes the subject fun,1
i love how she handle a student,1
ms suello really tried to understand us in every meeting,0
good teacher and best teacher ever,1
with miss she really give us a good time to gain more knowledge of her subject in every discussion,1
good learning teacher to us and very grateful to have a teacher like him,1
very kind and humble you dont pressure your students at all you give extra days for the deadlines and we appreciate that we need more like you sir thank you,1
every discussion of miss olga she really tried her best to give us understanding on her tolic discussion,1
i love how she teach and handle a students,1
sir sasil is our angel because he is always there when we fell so down,0
i can tell that he prioritize achieving the learning outcomes and proposed topics for the semester because regardless of what circumstances that arose we should be able to take quizzes attendances even during holidays which i do not because holidays are holidays to me no matter what esp holy week it is important to me as a church server he should be able to match his students learning pace as a slow learner he should be more considerate and understanding of what the students can attain,1
sir always giving us a good discussion but i as a student sometimes having a hard time to cope with it,1
excellent teacher that has unique way of teaching,1
he is a good instructor,1
he is the best of the best instructor ever,1
we really loved you miss,1
he is good instructor,1
favorite subject and teacher since this was my exercise every friday may nalng ma kuhaan ang fats ari dapita 3 thank you for teaching us sir,1
miss always giving us a good time,1
she is good instructor,1
he is good instructor,1
sirs subject is hard and fun but still fighting,-1
he is kinda strict but he is a good instructor,1
i appreciate maam joys way of assessing our understanding of our lessons it is necessary for educators to offer feedback to their students every time every activity and miss joy never misses to provide one,1
the way sir benjamin treats us we fell to safe he is always willing to have a bonds with us as his students,1
he is kida strict but he is nice and a good instructor,1
always angry,-1
sir allan romagos is one of the best teachers i had in my life i can really see how he loves this subject and truly cares for his students he always gives us lessons that we can apply in real life and lessons that we can reflect on sir allan romagos is the perfect fit for teaching ethics because the way he teaches us his students i can really see the mastery and his love for this subject,1
he is good pe instructorhe always kept hisher students to become a fit and healthy,1
sir is good in explaining the lesson however he uses deep words that makes it complicated for us to understand sir also sometimes forget certain topicsformulas in the lesson which results in taking up so much time for the class he often gives exams that werent even discussed or questions that are beyond what we discussed i think the lessons are easy to understand if it were discussed properly and chronologically,1
miss reponte is a great teacher for this subject everytime she teaches us i can see her love and mastery for the subject,1
hes very good teacher,1
the teacher was effective i learned a lot,1
unta maka gamit namis computer sir hehe thank you kaayo sir for sharing your knowledge about technology nga magamit namo in teaching,1
miss limbaga is a great history teacher she finds ways to make the subject fun to learn and always make sure that all students can engage to the subject,1
i have nothing but complete respect for dr cuevas shes the epitome of what all professors should be despite her busy schedule as dean and an educator we never felt missed out on information and updates regarding our subjects with her shes very handson a class schedule with her is one thing i always look forward to in a week cause i know for real that learning and having fun will be worthwhile,1
one of the best teacher,1
i hope mr allan romagos will continue his good deeds to us students to inspire more for our studies,1
sir tesorio is a good mathematics teacher he shows mastery of the subject and finds ways to make sure that the students can understand the lesson,1
thank you miss gob,1
sir sumicad always make sure that his students understands the lesson,1
pinaka da best jud nga maestro 3,1
sir dumdum always make sure that his students can engage to the subject,1
thank you kaayo sir sa imong mga gi pang tudlo daghan kog mga inputs nga nakuha gikan nimo especially about practicality sa life,1
i hope that she will discuss the topics thoroughly because some of us struggled and do not understand the lessons easily,1
miss casinillo makes sure that her students can engage to the subject and can have some reflections that they can apply to reallife situations,1
miss hernando makes sure that her students can engage to the subject and apply learnings to reallife situations,1
one of a kind,1
a serious yet friendly teacher,1
take care miss,1
muchas gracias seor,0
i hope she could discuss the topic first before giving the assignments but overall she is a really good teacher and i like her hehe,1
genius teahcer,0
health is wealth sir,1
i have learned so much about life thank you sir,1
i like his teaching strategy since it is very concise and clear on discussing the topic he wanted us to know or learn,1
maam cueva is a very considerate and caring teacher,1
sir pacaldo has my respect as an instructor and an art appreciator he has his own standard and visionperspective on knowing arts and i can tell that its professional or high standard,1
i love her english accent and she relates the stories in real life making it interesting,1
overall sir romagos allan do all his very best every class in order us to learn and make all of our hard works all worthy,1
a teacher whos not just a mere instructor to us but a friendly and a motherly instructor that whatever she knows she really shares in order for us to know more and experience,1
our very own rockstar instructor who always give us goosebumps every time we have reporting but at the same we have a lot of learnings from him,0
ms raiza rhea reponte is gentle and kind she appreciate even the tiniest thing her students does which allows to boost the confidence of the student,1
so far my instructor in math is very at his students,0
an instructor whos always been passionate to mold their students to become a better aspiring teacher someday,1
she is very considerate to her students which is the best mentor i can say,1
sir i hope before you left us or this school imo unta gisiguro among mga scores og record sir oyy dagko biya mig score nimo sir and our grades doesnt justify it whole section sir imong nasayopan og grado pero 10 ra ang imong gi change of midterm grade before ta nimo gipost sa portal among grades sir imo ta mi giingnan daan kay incase naa miy reactions dili pa ta lisud usbon pero sige lng sir i hope mag amping ka kung asa ka gibutang sa imong life ron salamat sa lahat,1
when youre in his class surely you will learned a lot of vocabulary words that could help you discover new things and learnings from him,1
ms joann casinillo is also very kind sweet and considerate which is one of the best mentor i can have,1
oks,0
our dearest instructor who always have this happy go lucky energy that could make inspire others to feel whelmed and embrace,1
our cool instructor who always their to guide and trained us to know not just one experience but more than we taught,1
considerate and understands you well every time i look at him every performance i can see it that he is very proud with us we his students i admire him for his lively presence that can also makes you lively as well,1
regarding with the subject he handles sir rulthan sumicad does his job so well in teaching us i like how he teaches us with his strictness that makes us more focused in his class,1
not bad,1
shes very good and i really like her teaching skills,1
hes the best teacher,1
one of the best professors that i know very approachable and kind,1
hes okay,1
hes very nice,1
i hope she will interact well with her students more and present interactively,1
hes nice,1
hes okau,0
ive learned a lot on this subject,0
oks ra si maam,0
ive learned a lot on this subject this subject was just so chill and fun,1
maam is good,1
she is a wonderful teacher and very inspiring,1
this subject was just so chill even though i didnt know much more about research i learned a lot on this subject,0
sir please control your attitude when it comes to your class or students,1
sir i will miss your class in science,-1
one of the greatest instructors ever,1
hes an understanding teacher he always puts our mental health first before other things,0
thank you for sharing your knowledge to us sir we will surely missing you and your teaching skills may god bless you and your career sir e,1
i have no any comments about how miss raiza conducts her class shes nice and good in every aspect of a teacher,1
i have no any comments about how sir benjamin conducts his class hes nice and good in every aspect of a teacher,1
miss baroman is a wonderful teacher she always makes us laugh and we always exchange banter with each other miss baroman is very understanding in terms of schoolwork she is not that strict but she always makes sure that we all participate in oral participation and submit our schoolwork on time,1
thank you for sharing your knowledge to us miss your words truly marked with our hearts that we can use in the near future continue teaching and inspired students we will surely be missing you and your teachings skills may god bless you and your career miss r,1
the evaluation scores are not because i intend to tarnish mr padigos ways of teaching hes just lacking the pieces of becoming a teacher he must adapt to understanding his students more well and not make them intimidated each time in every quizzesexams but i also understand he just wanted to reinforce discipline yet its way beyond that our grades are barely surviving even after exerting twice or thrice an effort on my end he needs a lesson too thank you,1
i have no comments about how mr amorin conducts his class hes nice and has unique ways of teaching his students to learn very well i have learned a lot from mr amorin never knew that mathematics could be so easy if not for his guidance,1
i have no comments about how mr allan conducts his class hes nice and has good wide knowledge about his subject i learned a lot of things a reallife lessons which i can surely apply in a daily basis thank you sir allan,1
always ready for each days activities,1
miss olgas strictness serves as the instrument for the students personal growth urging her students to strive for their best selves her way of teaching and discipline woke me up as a student despite being the most feared teacher in this department i can confidently affirm that miss olga is genuinely kindhearted and easily approachable,1
she is a very thoughtful teacher,1
nothing changed still the best teacher ive ever encountered,1
she is really good at doing her job as a teacher and is very interesting to listen to in class,1
she discipline the students very well,1
has a positive outlook,1
shows enthusiasm for classroom activities,1
she must utilizes appropriate multimedia resources to enhance the teachinglearning activities and speak in a much louder voice for us to clearly hear and understand what she was discussing about,1
i dont have any further comments to my teacher as she is great at doing her job,1
maam mendoza sometimes forgets to tell her students that we will have a quiz during online class but still the best teacher i have ever encountered very approachable,1
a very thoughtful and a very patient teacher that a student could ask for one of the best,1
he is great in teaching and makes the class interested to listen to his discussion,1
he talks alot about past lifes and it doesnt fit on the topic,-1
great teacher easy to approach,1
he has a broad knowledge to his subject i have learned several things from him,0
amazing pe teacher very dedicated,1
none sor far,0
not approachable teacher,0
as for my opinion on sir allan i think he can improve his voice while speaking in front for there are students that are struggling to hear his voice and if possible to refrain from jokes that can make a student down,1
very strict but jolly teacher,1
excellent teacher and coordinator,1
sir dennis is really interesting to listen to in class because of his jammingjolly personality and very outgoing,1
sir allan romagos is a really great teacher and i wish for him to stay that way his teaching style makes a student to have hope in life and makes a student motivated and brings out each and everyone out to hisher comfort zone and every lesson he has discussed to us he relates it in real life and gives his own meaning to it for us to better understand the lesson,1
sir rulthan is great at his teaching style even though at times he is strict but he has a reason to it he is also great at explaining every lesson he discussed in class,1
he is so good and he is one of my favorite teacher to be honest he knows how to listen the problems of their students and he also give chances to cope up your school works,1
he is so good and he is one of my favorite teacher to be honest he knows how to listen the problems of their students and he also give chances to cope up your school works,1
she is so good and she is one of my favorite teacher to be honest she knows how to listen the problems of their students and she also give chances to cope up your school works,1
he is so good and he is one of my favorite teacher to be honest he knows how to listen the problems of their students and he also give chances to cope up your school works,1
maam gemma is so very understanding and kind maam gemma is good at teaching,1
